seg_stem,split_before
images__train__s2_f_17_x005_c331_1130_3,train
images__train__s2_f_17_x005_c508_1020_5_2,train
images__train__s2_f_17_x005_c508_1020_5_4,train
images__train__s2_f_17_x005_c508_1021_5_1,train
images__train__s2_f_17_x005_c508_1021_5_4,train
images__train__s2_f_17_x005_c509_0129_0,train
images__train__s2_f_17_x005_c509_0129_3,train
images__train__s2_f_17_x005_c509_0511_1,train
images__train__s2_f_17_x005_c509_0511_2,train
images__train__s2_f_17_x005_c976_0331_1,train
images__train__s2_f_17_x005_c976_0331_4,train
images__train__s2_f_17_x006_c011_0929_2,train
images__train__s2_f_17_x006_c011_0929_4,train
images__train__s2_f_17_x006_c012_1109_0,train
images__train__s2_f_17_x006_c012_1109_1,train
images__train__s2_f_17_x006_c012_1110_1,train
images__train__s2_f_17_x006_c012_1110_4,train
images__train__s2_f_17_x006_c012_1111_2,train
images__train__s2_f_17_x006_c012_1111_4,train
images__train__s2_f_17_x006_c012_1116_1,train
images__train__s2_f_17_x006_c012_1116_3,train
images__train__s2_f_17_x006_c012_1120_3,train
images__train__s2_f_17_x006_c012_1120_4,train
images__train__s2_f_17_x006_c013_1022_1,train
images__train__s2_f_17_x006_c013_1022_4,train
images__train__s2_f_17_x006_c015_1022_0,train
images__train__s2_f_17_x006_c015_1022_1,train
images__train__s2_f_17_x006_c015_1112_0,train
images__train__s2_f_17_x006_c015_1112_4,train
images__train__s2_f_17_x006_c016_1015_5_0,train
images__train__s2_f_17_x006_c016_1015_5_2,train
images__train__s2_f_17_x006_c016_1109_0,train
images__train__s2_f_17_x006_c016_1109_2,train
images__train__s2_f_17_x006_c016_1117_2,train
images__train__s2_f_17_x006_c016_1117_3,train
images__train__s2_f_17_x006_c016_1118_3,train
images__train__s2_f_17_x006_c016_1118_4,train
images__train__s2_f_17_x006_c023_1022_0,train
images__train__s2_f_17_x006_c023_1022_1,train
images__train__s2_f_17_x006_c024_1020_2,train
images__train__s2_f_17_x006_c024_1020_4,train
images__train__s2_f_17_x006_c024_1027_0,train
images__train__s2_f_17_x006_c024_1027_4,train
images__train__s2_f_17_x006_c024_1029_1,train
images__train__s2_f_17_x006_c024_1029_3,train
images__train__s2_f_17_x006_c024_1120_0,train
images__train__s2_f_17_x006_c024_1120_5,train
images__train__s2_f_17_x006_c024_1124_2,train
images__train__s2_f_17_x006_c024_1124_4,train
images__train__s2_f_17_x006_c025_1015_3,train
images__train__s2_f_17_x006_c025_1015_4,train
images__train__s2_f_17_x006_c025_1026_0,train
images__train__s2_f_17_x006_c025_1026_1,train
images__train__s2_f_17_x006_c026_1013_1,train
images__train__s2_f_17_x006_c026_1013_3,train
images__train__s2_f_17_x006_c026_1014_0,train
images__train__s2_f_17_x006_c026_1014_1,train
images__train__s2_f_17_x006_c026_1016_1,train
images__train__s2_f_17_x006_c026_1016_2,train
images__train__s2_f_17_x006_c026_1020_3,train
images__train__s2_f_17_x006_c026_1020_4,train
images__train__s2_f_17_x006_c026_1021_0,train
images__train__s2_f_17_x006_c026_1021_2,train
images__train__s2_f_17_x006_c027_1020_2,train
images__train__s2_f_17_x006_c027_1020_3,train
images__train__s2_f_17_x006_c035_1030_0,train
images__train__s2_f_17_x006_c035_1030_3,train
images__train__s2_f_17_x006_c036_1028_0,train
images__train__s2_f_17_x006_c036_1028_3,train
images__train__s2_f_17_x006_c037_1030_1,train
images__train__s2_f_17_x006_c037_1030_4,train
images__train__s2_f_17_x006_c039_1116_0,train
images__train__s2_f_17_x006_c039_1116_1,train
images__train__s2_f_17_x006_c039_1126_0,train
images__train__s2_f_17_x006_c039_1126_3,train
images__train__s2_f_17_x006_c042_1012_3,train
images__train__s2_f_17_x006_c042_1012_5,train
images__train__s2_f_17_x006_c044_1124_0,train
images__train__s2_f_17_x006_c044_1124_3,train
images__train__s2_f_17_x006_c044_1126_0,train
images__train__s2_f_17_x006_c044_1126_1,train
images__train__s2_f_17_x006_c052_1102_1,train
images__train__s2_f_17_x006_c052_1102_4,train
images__train__s2_f_17_x006_c052_1103_1,train
images__train__s2_f_17_x006_c052_1103_4,train
images__train__s2_f_17_x006_c052_1124_2,train
images__train__s2_f_17_x006_c052_1124_3,train
images__train__s2_f_17_x006_c055_1028_0,train
images__train__s2_f_17_x006_c055_1028_3,train
images__train__s2_f_17_x006_c055_1120_1,train
images__train__s2_f_17_x006_c055_1120_4,train
images__train__s2_f_17_x006_c162_1028_2,train
images__train__s2_f_17_x006_c162_1028_4,train
images__train__s2_f_17_x006_c162_1109_1,train
images__train__s2_f_17_x006_c162_1109_4,train
images__train__s2_f_17_x006_c164_1005_0,train
images__train__s2_f_17_x006_c164_1005_3,train
images__train__s2_f_17_x006_c164_1015_0,train
images__train__s2_f_17_x006_c164_1015_3,train
images__train__s2_f_17_x006_c164_1023_2,train
images__train__s2_f_17_x006_c164_1023_3,train
images__train__s2_f_17_x006_c164_1026_2,train
images__train__s2_f_17_x006_c164_1026_4,train
images__train__s2_f_17_x006_c166_1012_0,train
images__train__s2_f_17_x006_c166_1012_1,train
images__train__s2_f_17_x006_c166_1015_1,train
images__train__s2_f_17_x006_c166_1015_4,train
images__train__s2_f_17_x006_c166_1117_2,train
images__train__s2_f_17_x006_c166_1117_3,train
images__train__s2_f_17_x006_c169_1117_0,train
images__train__s2_f_17_x006_c169_1117_4,train
images__train__s2_f_17_x006_c172_0107_1,train
images__train__s2_f_17_x006_c172_0107_4,train
images__train__s2_f_17_x006_c172_1013_1,train
images__train__s2_f_17_x006_c172_1013_2,train
images__train__s2_f_17_x006_c172_1020_0,train
images__train__s2_f_17_x006_c172_1020_4,train
images__train__s2_f_17_x006_c172_1022_1,train
images__train__s2_f_17_x006_c172_1022_4,train
images__train__s2_f_17_x006_c172_1023_0,train
images__train__s2_f_17_x006_c172_1023_3,train
images__train__s2_f_17_x006_c175_1020_0,train
images__train__s2_f_17_x006_c175_1020_4,train
images__train__s2_f_17_x006_c175_1116_2,train
images__train__s2_f_17_x006_c175_1116_4,train
images__train__s2_f_17_x006_c178_1027_0,train
images__train__s2_f_17_x006_c178_1027_4,train
images__train__s2_f_17_x006_c178_1028_0,train
images__train__s2_f_17_x006_c178_1028_2,train
images__train__s2_f_17_x006_c178_1111_1,train
images__train__s2_f_17_x006_c178_1111_2,train
images__train__s2_f_17_x006_c178_1112_0,train
images__train__s2_f_17_x006_c178_1112_1,train
images__train__s2_f_17_x006_c178_1117_1,train
images__train__s2_f_17_x006_c178_1117_3,train
images__train__s2_f_17_x006_c178_1119_0,train
images__train__s2_f_17_x006_c178_1119_4,train
images__train__s2_f_17_x006_c187_1021_1,train
images__train__s2_f_17_x006_c187_1021_4,train
images__train__s2_f_17_x006_c187_1102_2,train
images__train__s2_f_17_x006_c187_1102_4,train
images__train__s2_f_17_x006_c187_1119_3,train
images__train__s2_f_17_x006_c187_1119_6,train
images__train__s2_f_17_x006_c188_1112_0,train
images__train__s2_f_17_x006_c188_1112_4,train
images__train__s2_f_17_x006_c189_1118_0,train
images__train__s2_f_17_x006_c189_1118_4,train
images__train__s2_f_17_x006_c189_1124_2,train
images__train__s2_f_17_x006_c189_1124_4,train
images__train__s2_f_17_x006_c189_1126_3,train
images__train__s2_f_17_x006_c189_1126_4,train
images__train__s2_f_17_x006_c189_1202_3,train
images__train__s2_f_17_x006_c189_1202_4,train
images__train__s2_f_17_x006_c190_1109_1,train
images__train__s2_f_17_x006_c190_1109_4,train
images__train__s2_f_17_x006_c190_1113_0,train
images__train__s2_f_17_x006_c190_1113_4,train
images__train__s2_f_17_x006_c190_1116_1,train
images__train__s2_f_17_x006_c190_1116_4,train
images__train__s2_f_17_x006_c190_1117_0,train
images__train__s2_f_17_x006_c190_1117_4,train
images__train__s2_f_17_x006_c190_1123_1,train
images__train__s2_f_17_x006_c190_1123_3,train
images__train__s2_f_17_x006_c190_1127_0,train
images__train__s2_f_17_x006_c190_1127_2,train
images__train__s2_f_17_x006_c190_1201_1,train
images__train__s2_f_17_x006_c190_1201_2,train
images__train__s2_f_17_x006_c192_0928_0,train
images__train__s2_f_17_x006_c192_0928_3,train
images__train__s2_f_17_x006_c192_1111_0,train
images__train__s2_f_17_x006_c192_1111_4,train
images__train__s2_f_17_x006_c192_1113_1,train
images__train__s2_f_17_x006_c192_1113_4,train
images__train__s2_f_17_x006_c192_1124_0,train
images__train__s2_f_17_x006_c192_1124_4,train
images__train__s2_f_17_x006_c192_1125_2,train
images__train__s2_f_17_x006_c192_1125_4,train
images__train__s2_f_17_x006_c192_1126_0,train
images__train__s2_f_17_x006_c192_1126_4,train
images__train__s2_f_17_x006_c192_1127_1,train
images__train__s2_f_17_x006_c192_1127_2,train
images__train__s2_f_17_x006_c193_1113_0,train
images__train__s2_f_17_x006_c193_1113_4,train
images__train__s2_f_17_x006_c193_1123_1,train
images__train__s2_f_17_x006_c193_1123_4,train
images__train__s2_f_17_x006_c193_1125_0,train
images__train__s2_f_17_x006_c193_1125_1,train
images__train__s2_f_17_x006_c194_1123_0,train
images__train__s2_f_17_x006_c194_1123_2,train
images__train__s2_f_17_x006_c195_1116_0,train
images__train__s2_f_17_x006_c195_1116_3,train
images__train__s2_f_17_x006_c195_1123_1,train
images__train__s2_f_17_x006_c195_1123_3,train
images__train__s2_f_17_x006_c195_1126_2,train
images__train__s2_f_17_x006_c195_1126_4,train
images__train__s2_f_17_x006_c198_1119_0,train
images__train__s2_f_17_x006_c198_1119_4,train
images__train__s2_f_17_x006_c203_1015_3,train
images__train__s2_f_17_x006_c203_1015_4,train
images__train__s2_f_17_x006_c203_1022_1,train
images__train__s2_f_17_x006_c203_1022_2,train
images__train__s2_f_17_x006_c203_1123_0,train
images__train__s2_f_17_x006_c203_1123_1,train
images__train__s2_f_17_x006_c205_1008_0,train
images__train__s2_f_17_x006_c205_1008_1,train
images__train__s2_f_17_x006_c207_1022_0,train
images__train__s2_f_17_x006_c207_1022_1,train
images__train__s2_f_17_x006_c207_1026_0,train
images__train__s2_f_17_x006_c207_1026_2,train
images__train__s2_f_17_x006_c207_1028_1,train
images__train__s2_f_17_x006_c207_1028_3,train
images__train__s2_f_17_x006_c209_1111_0,train
images__train__s2_f_17_x006_c209_1111_1,train
images__train__s2_f_17_x006_c209_1112_0,train
images__train__s2_f_17_x006_c209_1112_4,train
images__train__s2_f_17_x006_c209_1113_3,train
images__train__s2_f_17_x006_c209_1113_4,train
images__train__s2_f_17_x006_c209_1116_1,train
images__train__s2_f_17_x006_c209_1116_2,train
images__train__s2_f_17_x006_c209_1123_3,train
images__train__s2_f_17_x006_c209_1123_4,train
images__train__s2_f_17_x006_c209_1212_2,train
images__train__s2_f_17_x006_c209_1212_4,train
images__train__s2_f_17_x006_c318_1204_0,train
images__train__s2_f_17_x006_c318_1204_2,train
images__train__s2_f_17_x006_c320_1106_0,train
images__train__s2_f_17_x006_c320_1106_3,train
images__train__s2_f_17_x006_c321_1110_1,train
images__train__s2_f_17_x006_c321_1110_4,train
images__train__s2_f_17_x006_c323_1208_3,train
images__train__s2_f_17_x006_c323_1208_4,train
images__train__s2_f_17_x006_c323_1209_0,train
images__train__s2_f_17_x006_c323_1209_2,train
images__train__s2_f_17_x006_c323_1210_0,train
images__train__s2_f_17_x006_c323_1210_1,train
images__train__s2_f_17_x006_c323_1214_3,train
images__train__s2_f_17_x006_c323_1214_4,train
images__train__s2_f_17_x006_c324_1111_1,train
images__train__s2_f_17_x006_c324_1111_2,train
images__train__s2_f_17_x006_c324_1119_2,train
images__train__s2_f_17_x006_c324_1119_4,train
images__train__s2_f_17_x006_c324_1123_2,train
images__train__s2_f_17_x006_c324_1123_3,train
images__train__s2_f_17_x006_c326_1030_1,train
images__train__s2_f_17_x006_c326_1030_3,train
images__train__s2_f_17_x006_c329_1106_1,train
images__train__s2_f_17_x006_c329_1106_4,train
images__train__s2_f_17_x006_c330_1029_2,train
images__train__s2_f_17_x006_c330_1029_3,train
images__train__s2_f_17_x006_c331_1103_2,train
images__train__s2_f_17_x006_c331_1103_3,train
images__train__s2_f_17_x006_c331_1127_1,train
images__train__s2_f_17_x006_c331_1127_2,train
images__train__s2_f_17_x006_c509_0129_1,train
images__train__s2_f_17_x006_c509_0129_3,train
images__train__s2_f_17_x006_c510_0331_1,train
images__train__s2_f_17_x006_c510_0331_3,train
images__train__s2_f_17_x006_c976_0331_1,train
images__train__s2_f_17_x006_c976_0331_2,train
images__train__s2_f_17_x007_c012_1021_0,train
images__train__s2_f_17_x007_c012_1021_3,train
images__train__s2_f_17_x007_c012_1110_2,train
images__train__s2_f_17_x007_c012_1110_3,train
images__train__s2_f_17_x007_c012_1111_1,train
images__train__s2_f_17_x007_c012_1111_3,train
images__train__s2_f_17_x007_c012_1117_0,train
images__train__s2_f_17_x007_c012_1117_1,train
images__train__s2_f_17_x007_c012_1123_1,train
images__train__s2_f_17_x007_c012_1123_4,train
images__train__s2_f_17_x007_c016_1118_0,train
images__train__s2_f_17_x007_c016_1118_3,train
images__train__s2_f_17_x007_c023_1022_0,train
images__train__s2_f_17_x007_c023_1022_2,train
images__train__s2_f_17_x007_c027_1020_0,train
images__train__s2_f_17_x007_c027_1020_1,train
images__train__s2_f_17_x007_c028_1020_0,train
images__train__s2_f_17_x007_c028_1020_3,train
images__train__s2_f_17_x007_c042_1012_0,train
images__train__s2_f_17_x007_c042_1012_3,train
images__train__s2_f_17_x007_c044_1102_6_2,train
images__train__s2_f_17_x007_c044_1102_6_4,train
images__train__s2_f_17_x007_c162_1028_2,train
images__train__s2_f_17_x007_c162_1028_4,train
images__train__s2_f_17_x007_c162_1118_0,train
images__train__s2_f_17_x007_c162_1118_4,train
images__train__s2_f_17_x007_c164_0929_1,train
images__train__s2_f_17_x007_c164_0929_3,train
images__train__s2_f_17_x007_c164_1014_1,train
images__train__s2_f_17_x007_c164_1014_2,train
images__train__s2_f_17_x007_c164_1019_0,train
images__train__s2_f_17_x007_c164_1019_2,train
images__train__s2_f_17_x007_c164_1020_1,train
images__train__s2_f_17_x007_c164_1020_3,train
images__train__s2_f_17_x007_c164_1023_0,train
images__train__s2_f_17_x007_c164_1023_4,train
images__train__s2_f_17_x007_c164_1029_0,train
images__train__s2_f_17_x007_c164_1029_4,train
images__train__s2_f_17_x007_c166_1015_1,train
images__train__s2_f_17_x007_c166_1015_3,train
images__train__s2_f_17_x007_c172_1020_1,train
images__train__s2_f_17_x007_c172_1020_3,train
images__train__s2_f_17_x007_c172_1113_1,train
images__train__s2_f_17_x007_c172_1113_4,train
images__train__s2_f_17_x007_c173_1110_1,train
images__train__s2_f_17_x007_c173_1110_4,train
images__train__s2_f_17_x007_c174_1026_2,train
images__train__s2_f_17_x007_c174_1026_3,train
images__train__s2_f_17_x007_c187_1110_2,train
images__train__s2_f_17_x007_c187_1110_4,train
images__train__s2_f_17_x007_c187_1113_1,train
images__train__s2_f_17_x007_c187_1113_3,train
images__train__s2_f_17_x007_c188_1111_0,train
images__train__s2_f_17_x007_c188_1111_3,train
images__train__s2_f_17_x007_c189_1118_1,train
images__train__s2_f_17_x007_c189_1118_3,train
images__train__s2_f_17_x007_c189_1203_2,train
images__train__s2_f_17_x007_c189_1203_3,train
images__train__s2_f_17_x007_c190_1109_0,train
images__train__s2_f_17_x007_c190_1109_1,train
images__train__s2_f_17_x007_c190_1110_2,train
images__train__s2_f_17_x007_c190_1110_3,train
images__train__s2_f_17_x007_c190_1123_1,train
images__train__s2_f_17_x007_c190_1123_2,train
images__train__s2_f_17_x007_c190_1127_2,train
images__train__s2_f_17_x007_c190_1127_3,train
images__train__s2_f_17_x007_c190_1130_1,train
images__train__s2_f_17_x007_c190_1130_3,train
images__train__s2_f_17_x007_c190_1201_0,train
images__train__s2_f_17_x007_c190_1201_4,train
images__train__s2_f_17_x007_c192_1109_1,train
images__train__s2_f_17_x007_c192_1109_3,train
images__train__s2_f_17_x007_c192_1118_0,train
images__train__s2_f_17_x007_c192_1118_2,train
images__train__s2_f_17_x007_c192_1119_1,train
images__train__s2_f_17_x007_c192_1119_3,train
images__train__s2_f_17_x007_c192_1126_2,train
images__train__s2_f_17_x007_c192_1126_3,train
images__train__s2_f_17_x007_c192_1127_1,train
images__train__s2_f_17_x007_c192_1127_2,train
images__train__s2_f_17_x007_c193_1105_1,train
images__train__s2_f_17_x007_c193_1105_4,train
images__train__s2_f_17_x007_c193_1111_1,train
images__train__s2_f_17_x007_c193_1111_3,train
images__train__s2_f_17_x007_c193_1130_1,train
images__train__s2_f_17_x007_c193_1130_4,train
images__train__s2_f_17_x007_c193_1202_0,train
images__train__s2_f_17_x007_c193_1202_2,train
images__train__s2_f_17_x007_c193_1203_2,train
images__train__s2_f_17_x007_c193_1203_4,train
images__train__s2_f_17_x007_c194_1130_1,train
images__train__s2_f_17_x007_c194_1130_3,train
images__train__s2_f_17_x007_c194_1205_0,train
images__train__s2_f_17_x007_c194_1205_4,train
images__train__s2_f_17_x007_c195_1031_0,train
images__train__s2_f_17_x007_c195_1031_4,train
images__train__s2_f_17_x007_c195_1123_1,train
images__train__s2_f_17_x007_c195_1123_3,train
images__train__s2_f_17_x007_c195_1201_0,train
images__train__s2_f_17_x007_c195_1201_3,train
images__train__s2_f_17_x007_c195_1202_1,train
images__train__s2_f_17_x007_c195_1202_2,train
images__train__s2_f_17_x007_c195_1205_2,train
images__train__s2_f_17_x007_c195_1205_3,train
images__train__s2_f_17_x007_c198_1112_0,train
images__train__s2_f_17_x007_c198_1112_1,train
images__train__s2_f_17_x007_c198_1116_2,train
images__train__s2_f_17_x007_c198_1116_3,train
images__train__s2_f_17_x007_c198_1119_0,train
images__train__s2_f_17_x007_c198_1119_1,train
images__train__s2_f_17_x007_c198_1120_0,train
images__train__s2_f_17_x007_c198_1120_2,train
images__train__s2_f_17_x007_c203_1015_1,train
images__train__s2_f_17_x007_c203_1015_2,train
images__train__s2_f_17_x007_c203_1023_0,train
images__train__s2_f_17_x007_c203_1023_2,train
images__train__s2_f_17_x007_c204_1105_1,train
images__train__s2_f_17_x007_c204_1105_3,train
images__train__s2_f_17_x007_c204_1106_2,train
images__train__s2_f_17_x007_c204_1106_4,train
images__train__s2_f_17_x007_c207_1016_0,train
images__train__s2_f_17_x007_c207_1016_1,train
images__train__s2_f_17_x007_c207_1028_0,train
images__train__s2_f_17_x007_c207_1028_2,train
images__train__s2_f_17_x007_c209_1106_1,train
images__train__s2_f_17_x007_c209_1106_2,train
images__train__s2_f_17_x007_c209_1116_2,train
images__train__s2_f_17_x007_c209_1116_3,train
images__train__s2_f_17_x007_c209_1123_2,train
images__train__s2_f_17_x007_c209_1123_4,train
images__train__s2_f_17_x007_c211_1119_3,train
images__train__s2_f_17_x007_c211_1119_4,train
images__train__s2_f_17_x007_c323_0116_0,train
images__train__s2_f_17_x007_c323_0116_3,train
images__train__s2_f_17_x007_c323_1203_3,train
images__train__s2_f_17_x007_c323_1203_4,train
images__train__s2_f_17_x007_c323_1208_1,train
images__train__s2_f_17_x007_c323_1208_3,train
