seg_stem,from,to
images__train__exp26_gen_1fec0553aeed4c644d51355b,train,val
images__train__exp26_gen_5185d1cac21903ca9f48ccbc,train,val
images__train__exp26_gen_a0c5ffe5512cf2cd83066f21,train,val
images__train__exp26_rfbat_1be831a9295d5ef815d6edaf,train,val
images__train__exp26_rfbat_3dc62c8c47787432e36d1797,train,val
images__train__exp26_rfbat_938b5fb6aa1f63e5713307bc,train,val
images__train__exp26_rfbat_c2c41ce9e36e53c986b86b95,train,val
images__train__exp26_rfbat_d1b57c37d52abab579a9f984,train,val
images__train__exp26_rfbat_e8749e9811b2b14902e65f89,train,val
images__train__exp26_gen_09755ad9b763fbef85454988,train,val
images__train__exp26_gen_83bf00ec0196ca535bd4fa3a,train,val
images__train__exp26_gen_997a9a22b9eddeec1d190c50,train,val
images__train__exp26_rfbat_0e043683269d1b83ddbd619e,train,val
images__train__exp26_rfbat_392a4b8cf58fb0abf6ba9a83,train,val
images__train__exp26_rfbat_d3b6bd29e6340fa3433d5227,train,val
images__train__exp26_rfbat_e5303004ecfaf4b293e87087,train,val
images__train__exp26_gen_1a737c46f18314a4fbfd5ba8,train,val
images__train__exp26_gen_45cc58b73525ae9eac333005,train,val
images__train__exp26_gen_4dc6c7c5df71fd60c0c6a019,train,val
images__train__exp26_gen_6b29e0f9440830f0673781ac,train,val
images__train__exp26_rfbat_1ae56903bcad6bcbdaa9195f,train,val
images__train__exp26_rfbat_475b85d0b3c78b4c28f7671a,train,val
images__train__exp26_rfbat_221a0abe987eed5f12953352,train,val
images__train__exp26_rfbat_4ae78226028240fe9ab2d3d4,train,val
images__train__exp26_rfbat_4cbbbbb01e5a9ab68ec4822d,train,val
images__train__exp26_rfbat_d0471075de7b9ae4047b9892,train,val
images__train__exp26_rfbat_fd4d0ce7a86e312a0b01b620,train,val
images__train__exp26_gen_84abad373293dbc8230b234f,train,val
images__train__exp26_gen_a795fbb79a73307cda406687,train,val
images__train__exp26_gen_ddd20d8cb11362403ef83490,train,val
images__train__exp26_gen_f83eb69718306854b04dd67f,train,val
images__train__exp26_rfbat_06379a9f3a672e56408f5bc6,train,val
images__train__exp26_rfbat_36e757cdde33e80e22b1e2af,train,val
images__train__exp26_rfbat_0d6874e7655c559310499de3,train,val
images__train__exp26_rfbat_4df7a44cdd7756a6bc94384d,train,val
images__train__exp26_rfbat_804cb57baef5350e8972ef4e,train,val
images__train__exp26_rfbat_81a44049c518e58e31520335,train,val
images__train__exp26_rfbat_8bd3d6ae6268e05fdd3e28cb,train,val
images__train__exp26_rfbat_f0635e0fe437c78b4e7bdbaf,train,val
images__train__exp26_gen_467a2f47d563608bbfe417bc,train,val
images__train__exp26_gen_bd2a94bfd864b3aeb9e60363,train,val
images__train__exp26_gen_daf8501a978fd922995c2b34,train,val
images__train__exp26_rfbat_135cf9a162490bc62d11b302,train,val
images__train__exp26_rfbat_6c9675d64705f5f4d56a8bf7,train,val
images__train__exp26_rfbat_9088f85e8d25f300f703352c,train,val
images__train__exp26_rfbat_e86d3a4ef1c764c4cb27573c,train,val
images__train__exp26_rfbat_ef4990e96c21f9c5e1d34f67,train,val
images__train__exp26_rfbat_f92aa7d070a9776e6d9e0bc0,train,val
images__train__s1_auto_ce584ee114b62a881df4b00c,train,val
images__train__exp26_rfbat_0014b2532fba13d65865cdab,train,val
images__train__exp26_rfbat_b17a7530205eea44f5b4ff22,train,val
images__train__exp26_rfbat_ef89bce946a91cecf8ed828d,train,val
images__train__s1_auto_56616b55fc39f0f4b074250e,train,val
images__train__exp26_rfbat_9750cf4f4d78a355b9613cea,train,val
images__train__exp26_rfbat_fab01f4b278c08627ddf535d,train,val
images__train__s1_auto_ae9c60f533b40da344b7e403,train,val
images__train__exp26_rfbat_5c20790392675fc2256c741e,train,val
images__train__exp26_rfbat_d537eb54a637dacff02e8612,train,val
images__train__exp26_rfbat_305464c0025cbfe37188561c,train,val
images__train__exp26_rfbat_e7f6c2b746df80691c4562f2,train,val
images__train__exp26_rfbat_f3c5ec457654ff8a94f263e6,train,val
images__train__exp26_gen_1730bc4d806a187a20b614d7,train,val
images__train__exp26_gen_681233c46bb05c9c66417979,train,val
images__train__exp26_gen_e18e7b8886ab81be8424defc,train,val
images__train__exp26_gen_efcb2c8c17e1c99c3707bbf7,train,val
images__train__exp26_gen_049ccd2f9ed71bb9c0148f6a,train,val
images__train__exp26_gen_89d5d0f1d5e2621be557c1b5,train,val
images__train__exp26_gen_f3b2d950a9a1257c2ba36af1,train,val
images__train__s1_auto_2a8a39cf423df9cba3344b25,train,val
images__train__exp26_gen_304d3145ce31da523b78f7e2,train,val
images__train__exp26_gen_bed40a6a5312b694df832ca4,train,val
images__train__exp26_gen_f76aa4e3dbe74e688ccb1adc,train,val
images__train__exp26_gen_509c2d62116ff3ec74b6d45d,train,val
images__train__exp26_gen_b6579f7bd43950f08e7fd1e2,train,val
images__train__exp26_gen_fdbc3f81812995bb592f4620,train,val
images__train__exp26_rfbat_46174b12ac93b3ada0e5e10d,train,val
images__train__exp26_rfbat_b8f1021bbba84fbec4c03f58,train,val
images__train__s1_auto_1fa26fa80d2f50c8f0408ed1,train,val
images__train__exp26_rfbat_6fb6c5f6701cf5ec7f03238e,train,val
images__train__exp26_rfbat_f4a35c627ccb258296525e36,train,val
images__train__exp26_gen_146c48685080d1cbf05e5d27,train,val
images__train__exp26_gen_5ca20c02d52c5f55b992e0bf,train,val
images__train__exp26_gen_86324aede71a5a9f719fb5c3,train,val
images__train__exp26_gen_cb22a3de6810be9bbca54833,train,val
images__train__s1_auto_c05c3cc74bb63bc4ee324e77,train,val
images__train__exp26_gen_8dcaf78c3479059d2faeeb1e,train,val
images__train__exp26_gen_90f13ff91ce6c2c71728ba35,train,val
images__train__exp26_gen_d836f41bca6b34da02700d7d,train,val
images__train__s1_auto_db5679ec20a3b2400dc5e3a4,train,val
images__train__exp26_gen_5b1ae2ff76c18315ccfc36f0,train,val
images__train__exp26_gen_5f69fffc4551d4b91d2252a1,train,val
images__train__exp26_gen_d3f17ab5ebbcfff0d6f7cb33,train,val
images__train__s1_auto_5c0018c4b8b81863e9ca023a,train,val
images__train__exp26_gen_09d52859ef877e5a06ac2acd,train,val
images__train__exp26_gen_45e56f42272669bd1568f136,train,val
images__train__exp26_gen_d89f15b0da5eea767563dba1,train,val
images__train__exp26_rfbat_8331f9fcf160fe8138b3be8a,train,val
images__train__exp26_rfbat_cd7d7776af08ed0003dfc187,train,val
images__train__exp26_gen_3543e96f75fd1fdf8024a2e8,train,val
images__train__exp26_gen_388ce0dcd23d8c51a1f18fd8,train,val
images__train__exp26_gen_b7a9ff6732c2edefb739f724,train,val
images__train__exp26_rfbat_21759514bf0d9e2756e43d31,train,val
images__train__exp26_rfbat_b4395c3d86f9f0e4def7a01b,train,val
images__train__exp26_rfbat_c6406e4e6bef44220d5b30d8,train,val
images__train__exp26_rfbat_e4ba6c40a3ecb48afb136f46,train,val
images__train__exp26_rfbat_87f12f1d1b91eb0a1b16e21c,train,val
images__train__exp26_rfbat_e1b4d1dbb6127d08c2c5f54d,train,val
images__train__s1_auto_0eaa0fb6a634a24f1c7eee1a,train,val
images__train__exp26_gen_181a515a4c4453b72e1ed043,train,val
images__train__exp26_gen_87e4501064278017afd9a24d,train,val
images__train__exp26_gen_fc11f1fd8bb0769abbe17bed,train,val
images__train__s1_auto_b0bd75c60c1ab5dadbdfa759,train,val
images__train__exp26_rfbat_3c789bb09d3597546eebbf6d,train,val
images__train__exp26_rfbat_dd73b7b92ebd1cd5113b3ca9,train,val
images__train__exp26_rfbat_2db16f5cbb4a0b211aeb29b4,train,val
images__train__exp26_rfbat_e1a7ed071033e9f9ce7a87f3,train,val
images__train__exp26_gen_0c8e7cf7d00cb92ea94326d0,train,val
images__train__exp26_gen_17be6284ec35fb5f1b82ccad,train,val
images__train__exp26_gen_ac6c82dbf276ae38ce683ee2,train,val
images__train__s3_taco_000292,train,val
images__train__exp26_gen_4a07743a0e3a1a78aed06817,train,val
images__train__exp26_gen_aaa235300c75d64b2d1fe388,train,val
images__train__exp26_gen_bf56abca2c906acb9c2900bb,train,val
images__train__s1_auto_55d0df593b47745ca5d248ee,train,val
images__train__exp26_rfbat_0c6a0b429ed59b6210e4a224,train,val
images__train__exp26_rfbat_35eaf6721c02afbc4feafe3b,train,val
images__train__exp26_rfbat_80c7d33df456d65bf0887db2,train,val
images__train__exp26_rfbat_b59978cb9a0d082458773eb3,train,val
images__train__exp26_gen_939ccbefd1e6a303fba6bd58,train,val
images__train__exp26_gen_be3e8c332eb80d43256d531c,train,val
images__train__exp26_gen_e12013de40dced13399d682b,train,val
images__train__exp26_gen_33e58b7c3b9c6238a51c6b40,train,val
images__train__exp26_gen_40bafe92aaa2855c0adcca39,train,val
images__train__exp26_gen_c1fd00b168463f51f8f92be1,train,val
images__train__exp26_gen_30426fc81a676aaf2fae1290,train,val
images__train__exp26_gen_bffba3ed3b6249a0aeb09124,train,val
images__train__exp26_gen_fddaa73d34b38366c607b0a3,train,val
images__train__exp26_rfbat_04c1d1cb61eec3a1a570c01a,train,val
images__train__exp26_rfbat_04ead654b8eeacdab9bde43c,train,val
images__train__exp26_rfbat_0b73772c82748824d3c9e3c1,train,val
images__train__exp26_rfbat_7f689084875baafa6791202e,train,val
images__train__exp26_rfbat_d1dc581acaefd1a31a937710,train,val
images__train__exp26_rfbat_ec08f8ab4f8084417e47fc68,train,val
images__train__exp26_rfbat_1da12e1103d9b2a253e3012f,train,val
images__train__exp26_rfbat_a0cb92536ce400f59d5c30dc,train,val
images__train__s1_auto_a475409eede086595e38c81b,train,val
images__train__exp26_rfbat_5c17d8a46f4320979d8d9484,train,val
images__train__exp26_rfbat_890e94c36e6069c102bb663d,train,val
images__train__exp26_rfbat_ede55e5b9c38691f1486b674,train,val
images__train__exp26_gen_585c0d77614b01b6137fd4c1,train,val
images__train__exp26_gen_636aeb3dffad00e12514b3eb,train,val
images__train__exp26_gen_a1ae52756bda6c5aae00fb2e,train,val
images__train__exp26_gen_0287704fa8f5f07347a50fe1,train,val
images__train__exp26_gen_1f2d3b381487bd3c78c26bf9,train,val
images__train__exp26_gen_6b9ae010bac0956b60f32eda,train,val
images__train__exp26_gen_d3d929f1b177b77d76be537a,train,val
images__train__s1_auto_16c604bd858093bbb73ad35f,train,val
images__train__exp26_gen_1b3bd39442bce8cef5bae99c,train,val
images__train__exp26_gen_651c9e800f56e85ed8f9c0f7,train,val
images__train__exp26_gen_d31188d4c9688bd73e94c26c,train,val
images__train__s1_auto_97a47344d357415fc5f025f1,train,val
images__train__exp26_rfbat_60900a2cb38612dd9910ac01,train,val
images__train__exp26_rfbat_b64420dfa68c3744dc065cbc,train,val
images__train__s2_supp_recybat24_0064ea9fc8c317b1390a,train,val
images__train__s2_supp_recybat24_0c9c0c81aee0b36eae8e,train,val
images__train__s2_supp_recybat24_155ea43b5c5031257960,train,val
images__train__s2_supp_recybat24_1b67248f5d6008433a43,train,val
images__train__s2_supp_recybat24_4d2842c2f2f308193278,train,val
images__train__s2_supp_recybat24_5609c9111c72c29eaf7c,train,val
images__train__s2_supp_recybat24_5d7c18f479feb1b0b3ac,train,val
images__train__s2_supp_recybat24_663c197d18dd4536c966,train,val
images__train__s2_supp_recybat24_705b52c46352a131af8e,train,val
images__train__s2_supp_recybat24_773be1ab2fb21b2eb669,train,val
images__train__s2_supp_recybat24_774466f4e15636b609a9,train,val
images__train__s2_supp_recybat24_7d91b3ad122943210155,train,val
images__train__s2_supp_recybat24_81b36e83cfb0ac4b1eb7,train,val
images__train__s2_supp_recybat24_8b022408c1997d8b8c5f,train,val
images__train__s2_supp_recybat24_8c37debc73959ba51266,train,val
images__train__s2_supp_recybat24_914f095b59379db0c67e,train,val
images__train__s2_supp_recybat24_91c19c4bde2b8fe7264a,train,val
images__train__s2_supp_recybat24_9404e153ca18344b62b9,train,val
images__train__s2_supp_recybat24_99212c995ea56df27262,train,val
images__train__s2_supp_recybat24_a9ad23d88242484c4877,train,val
images__train__s2_supp_recybat24_ab016601f011db2d8ab6,train,val
images__train__s2_supp_recybat24_ae0196f9fba87078853c,train,val
images__train__s2_supp_recybat24_aef7039664b1a99cbfba,train,val
images__train__s2_supp_recybat24_b659428ff7d95b720f92,train,val
images__train__s2_supp_recybat24_c6c1e57baae815471118,train,val
images__train__s2_supp_recybat24_caac0a9a60c33fe35874,train,val
images__train__s2_supp_recybat24_d4149f80679c4e21f89b,train,val
images__train__s2_supp_recybat24_df572d2db29392d61c61,train,val
images__train__s2_supp_recybat24_e88ae3c64cd7a8713f97,train,val
images__train__s2_supp_recybat24_eecf517230c9e3819eca,train,val
images__train__exp26_gen_1718a048346e6853774efefc,train,val
images__train__exp26_gen_23fd2f1d7cfbaa0739c5743a,train,val
images__train__exp26_gen_8cea1b8161410b5c0f2bd509,train,val
images__train__exp26_rfbat_178ba8bb5b3c5fc1387412c3,train,val
images__train__exp26_rfbat_4a41d3c3c00e774af478d8ee,train,val
images__train__s1_auto_ad024eec6d23dead1f38396c,train,val
images__train__exp26_rfbat_11b8ca6eefac88e2aa269658,train,val
images__train__exp26_rfbat_376e56b5e3aa476c20c7ddd7,train,val
images__train__exp26_rfbat_ba64bc1a24704944ddfffc38,train,val
images__train__exp26_rfbat_c3d097954c25eadada9c815d,train,val
images__train__exp26_rfbat_e90aeace120aeb25d465f709,train,val
images__train__s1_auto_2ceb988318589eb8e871fdfc,train,val
images__train__exp26_gen_65580f8dfe86931700d3b8fd,train,val
images__train__exp26_gen_6995c0968e25142f3b16aa42,train,val
images__train__exp26_gen_9e8965e89b0205fc85b88ff9,train,val
images__train__exp26_gen_c1ae945388efbeb1f8a947bf,train,val
images__train__exp26_gen_0c34b9944c5746952a5e4c4a,train,val
images__train__exp26_gen_456a319a116dfe2f64c14294,train,val
images__train__exp26_gen_832e343335d8077d08ce9742,train,val
images__train__exp26_rfbat_66d7d3570871fa8420d37f4f,train,val
images__train__exp26_rfbat_e3a9856e535c57d6d75dd298,train,val
images__train__s1_auto_4ae83a6cd1be7fa9d2f059b6,train,val
images__train__s1_auto_a117a8be15febb2c42d01790,train,val
images__train__exp26_rfbat_2abe120c93a7960261c80f80,train,val
images__train__exp26_rfbat_4302e9dd98bae120bd79e0b6,train,val
images__train__exp26_rfbat_49c3dbeecd9b0c58fd8fd2f3,train,val
images__train__exp26_rfbat_90ae78a546043a38ecc2d57b,train,val
images__train__exp26_rfbat_c7c57a2da3dd40e7a29f36ab,train,val
images__train__exp26_rfbat_da9c33278a554cfe7ea125c4,train,val
images__train__exp26_rfbat_f91f5ae0ade033741954fddb,train,val
images__train__s1_auto_67ad9fa575a7c22e17909a57,train,val
images__train__exp26_rfbat_5ef7c16f1752b39cc1223e73,train,val
images__train__exp26_rfbat_0ef0cac42821b33949f8309f,train,val
images__train__exp26_gen_5fc7ec6cc8b04441b124e800,train,val
images__train__exp26_gen_6d0dce159488500baeaf8005,train,val
images__train__exp26_gen_f582469522897f4bbf50877b,train,val
images__train__s1_auto_af38d8a8a6b36036040d3802,train,val
images__train__exp26_rfbat_8129fcac5561d01871bf0c0a,train,val
images__train__exp26_rfbat_93fa0515c3ab171b616abfcf,train,val
images__train__s1_auto_6965369e9afe99a63f881cdb,train,val
images__train__exp26_gen_0ddac0e8cff7a61138092319,train,val
images__train__exp26_gen_5bdef930be4b6477e57f11ae,train,val
images__train__exp26_gen_bfd5975c57106d32a93de8cb,train,val
images__train__exp26_rfbat_92894e437114df12fa01f626,train,val
images__train__exp26_rfbat_f0cd2be0cd917b61dc9cc5d8,train,val
images__train__s1_rf_92894e437114df12fa01f626,train,val
images__train__exp26_gen_09d87afc9a1656acadaf5b74,train,val
images__train__exp26_gen_2f8ab9df473845b9deadf186,train,val
images__train__exp26_gen_8218ded2ce402c17608b499b,train,val
images__train__exp26_gen_c7090ef9cfd068e6a4fcaa0c,train,val
images__train__exp26_rfbat_59c7078df50cc62aaecd83d6,train,val
images__train__exp26_rfbat_dccdc59d14639999e13f9a02,train,val
images__train__exp26_rfbat_06a7095879aadbde8bcb3f5d,train,val
images__train__exp26_rfbat_96e7cb97d52ccc2e7759b969,train,val
images__train__exp26_rfbat_e5a252a99dc1956368b16b20,train,val
images__train__exp26_rfbat_f88ea6952e90416edc574fc0,train,val
images__train__exp26_rfbat_6463b260bcf92d908601e0e2,train,val
images__train__exp26_rfbat_abbfe0d8858cf98edaa30180,train,val
images__train__exp26_rfbat_c735dc096f1f96d3b4dd69ca,train,val
images__train__exp26_rfbat_ec532d22cad71628e70809d3,train,val
images__train__exp26_rfbat_7ac438f7a0a4c031bfbf1a58,train,val
images__train__exp26_gen_8250761be416ee9ef8f85515,train,val
images__train__exp26_gen_a45a678258ab903114d829f1,train,val
images__train__exp26_gen_a6bce9540d6b79e3bd0ba835,train,val
images__train__exp26_gen_f8f87e07f6587c9c64c82f61,train,val
images__train__s1_auto_f55407d39d3289c5f3a4c1b3,train,val
images__train__exp26_gen_076b94b272676576e6ec89be,train,val
images__train__exp26_gen_8788775a7d2a0124c3816d13,train,val
images__train__exp26_gen_af9f9b1aba4ed7917dd152ca,train,val
images__train__exp26_rfbat_77fff22988f431901727a7f6,train,val
images__train__exp26_rfbat_8369b3c458a7b204d7fdc1d2,train,val
images__train__s1_auto_9e1b761fa98b4c03317266b7,train,val
images__train__s1_auto_ddd926a6a2491b2f955c4aee,train,val
images__train__exp26_gen_04f2df4bceea783e2f1a00c2,train,val
images__train__exp26_gen_977d93780f6c288f18c56ab6,train,val
images__train__exp26_gen_f9725220a239f5bd90e01ee5,train,val
images__train__s1_auto_21bc39cd08f01e48ed12ccb7,train,val
images__train__exp26_rfbat_0d34739575a4c3819e0eee74,train,val
images__train__exp26_rfbat_147373d09511d8719a6a4ccf,train,val
images__train__exp26_rfbat_399eed148375857d483a2150,train,val
images__train__exp26_rfbat_3e46f3a56dc6f87366c54d14,train,val
images__train__exp26_gen_cae8ffa0cddb6af8a8e1d09e,train,val
images__train__exp26_gen_cfd2df962e95b0a4c5b09b74,train,val
images__train__exp26_gen_e7cff98ea220bb4a26b8b6bf,train,val
images__train__exp26_gen_22d76eddb0728856f64a961c,train,val
images__train__exp26_gen_653d01ca2622f11a532d6d91,train,val
images__train__exp26_gen_e16fdbb8e57307e6eaf50d08,train,val
images__train__exp26_rfbat_0b9cd22d7e603b563e406d58,train,val
images__train__exp26_rfbat_0d62ee98969638ef2f8f8b94,train,val
images__train__exp26_rfbat_11d9bdc95e7a17202b3438bb,train,val
images__train__exp26_rfbat_eeaf976b65e81a5132dc8950,train,val
images__train__exp26_rfbat_ef2802a62dc8321f58d0b479,train,val
images__train__exp26_rfbat_f2753487b8b978d586f7c0d3,train,val
images__train__exp26_rfbat_d88bea6625b1bc8d936bd0fd,train,val
images__train__exp26_rfbat_e7649d5f75f84cbfafc8aafb,train,val
images__train__exp26_gen_9139676039e53d9948dff2bd,train,val
images__train__exp26_gen_91fd7ffbdeff0abe9015264c,train,val
images__train__exp26_gen_9b6ceea66ba6e7dc188729d8,train,val
images__train__exp26_gen_c13e7b56c1df42ca84d8d291,train,val
images__train__s1_auto_fbc3a7b7370b7abf04357e4f,train,val
images__train__exp26_gen_1064e9df0b9d32b0f8f3ba15,train,val
images__train__exp26_gen_42cca0925a95b015cbab0557,train,val
images__train__exp26_gen_f5102e5f62a8bb1b08635e10,train,val
images__train__exp26_gen_3277681e7073784be9c63275,train,val
images__train__exp26_gen_347c9592d0981f15b80584f8,train,val
images__train__exp26_gen_fb86ff7a9685ace8e3f34b7f,train,val
images__train__exp26_gen_3d330230da8571a4ecd5f6e8,train,val
images__train__exp26_gen_412ac6826c7d5e073bd962f5,train,val
images__train__exp26_gen_b184cb2f80b65bf0d947d4ea,train,val
images__train__s1_auto_f576074c0cb6b7a78ac0a273,train,val
images__train__exp26_gen_4e76f7b28125e19eed35b314,train,val
images__train__exp26_gen_5ac8c07e854efcff308f47de,train,val
images__train__exp26_gen_9c867916002ecbb4cec25573,train,val
images__train__exp26_gen_b8aa8b41d7a7a0f3eeb4fb1b,train,val
images__train__exp26_rfbat_97de73c5e1f55d6d92d423c8,train,val
images__train__exp26_rfbat_b3fd7723b6681da7e5971612,train,val
images__train__exp26_gen_515af84e939aeb6433b2c302,train,val
